solver,benchmark_file,problem_type,num_vars,num_clauses,status,cpu_time,elapsed_time,wall_time,peak_memory,decisions,unit_propagations,pure_eliminations,conflicts,learned_clauses,flips,restarts,verified
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_06.cnf,random_3sat,150,639,TIMEOUT,59.97809130600035,60.0021009330012,60.0021009330012,386099,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_150v_639c_06.cnf,random_3sat,150,639,TIMEOUT,59.96452584000008,60.003741833003005,60.003741833003005,463279,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_06.cnf,random_3sat,150,639,SAT,4.87212479999971,4.873381845005497,4.873381845005497,97841,,,,,,5323,0,True
probsat,benchmarks/random_sat/random_3sat_150v_639c_06.cnf,random_3sat,150,639,SAT,8.629790584000148,8.634448075994442,8.634448075994442,97841,,,,,,5639,0,True
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_07.cnf,random_3sat,150,639,TIMEOUT,59.96700544799978,60.00183310099965,60.00183310099965,448683,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_07.cnf,random_3sat,150,639,SAT,17.913951676000124,17.92365991200495,17.92365991200495,396163,2816,41683,459,,,,,True
cdcl,benchmarks/random_sat/random_3sat_150v_639c_07.cnf,random_3sat,150,639,TIMEOUT,59.97475015300006,60.002750398998614,60.002750398998614,308383,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_07.cnf,random_3sat,150,639,UNKNOWN,9.978471421999984,9.994844549997651,9.994844549997651,98454,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_150v_639c_07.cnf,random_3sat,150,639,SAT,7.508184707000055,7.516068748998805,7.516068748998805,98513,,,,,,4702,0,True
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_08.cnf,random_3sat,150,639,TIMEOUT,59.96452401799979,60.00312349899468,60.00312349899468,412387,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_08.cnf,random_3sat,150,639,TIMEOUT,59.97097400199982,60.00194905800163,60.00194905800163,405667,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_150v_639c_08.cnf,random_3sat,150,639,TIMEOUT,59.981465587,60.00313078399631,60.00313078399631,345015,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_08.cnf,random_3sat,150,639,UNKNOWN,9.086181918999955,9.08965923100186,9.08965923100186,97617,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_150v_639c_08.cnf,random_3sat,150,639,UNKNOWN,14.844116816000223,14.84779079600412,14.84779079600412,97617,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_09.cnf,random_3sat,150,639,TIMEOUT,59.976077540000006,60.002014925004914,60.002014925004914,408583,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_09.cnf,random_3sat,150,639,SAT,45.261861065000176,45.28282250800112,45.28282250800112,455743,8153,114988,2602,,,,,True
cdcl,benchmarks/random_sat/random_3sat_150v_639c_09.cnf,random_3sat,150,639,TIMEOUT,59.97021601100005,60.002546418996644,60.002546418996644,284427,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_09.cnf,random_3sat,150,639,SAT,5.674859212999763,5.676609746995382,5.676609746995382,98593,,,,,,6084,0,True
probsat,benchmarks/random_sat/random_3sat_150v_639c_09.cnf,random_3sat,150,639,SAT,0.9048752170001535,0.9051441640040139,0.9051441640040139,98593,,,,,,600,0,True
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_10.cnf,random_3sat,150,639,TIMEOUT,59.943436627999745,60.00188098499348,60.00188098499348,408595,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_10.cnf,random_3sat,150,639,TIMEOUT,59.94835429700015,60.00284822699905,60.00284822699905,387363,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_150v_639c_10.cnf,random_3sat,150,639,TIMEOUT,59.97284172499985,60.00324128799548,60.00324128799548,359567,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_10.cnf,random_3sat,150,639,SAT,1.6259853530000328,1.626183537999168,1.626183537999168,98401,,,,,,1703,0,True
probsat,benchmarks/random_sat/random_3sat_150v_639c_10.cnf,random_3sat,150,639,UNKNOWN,15.23668862600016,15.243534731998807,15.243534731998807,98401,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_11.cnf,random_3sat,150,639,TIMEOUT,59.970618949000254,60.002121901001374,60.002121901001374,421047,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_11.cnf,random_3sat,150,639,TIMEOUT,59.968017816000156,60.001955842002644,60.001955842002644,379575,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_150v_639c_11.cnf,random_3sat,150,639,TIMEOUT,59.98165332000053,60.00353238899697,60.00353238899697,298947,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_11.cnf,random_3sat,150,639,SAT,0.7458608440001626,0.7470437619995209,0.7470437619995209,98319,,,,,,724,0,True
probsat,benchmarks/random_sat/random_3sat_150v_639c_11.cnf,random_3sat,150,639,SAT,3.207074783999815,3.2079216620040825,3.2079216620040825,98319,,,,,,2149,0,True
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_12.cnf,random_3sat,150,639,TIMEOUT,59.965477347999695,60.00207523300196,60.00207523300196,426523,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_12.cnf,random_3sat,150,639,SAT,17.90622475500004,17.918771415002993,17.918771415002993,383667,2967,43114,609,,,,,True
cdcl,benchmarks/random_sat/random_3sat_150v_639c_12.cnf,random_3sat,150,639,TIMEOUT,59.966533560000244,60.00316583200038,60.00316583200038,313503,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_12.cnf,random_3sat,150,639,UNKNOWN,9.270115518000239,9.277586464006163,9.277586464006163,98289,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_150v_639c_12.cnf,random_3sat,150,639,SAT,2.3307788940001046,2.3311662880005315,2.3311662880005315,98289,,,,,,1574,0,True
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_13.cnf,random_3sat,150,639,TIMEOUT,59.968654142999185,60.00214374100324,60.00214374100324,437995,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_13.cnf,random_3sat,150,639,SAT,12.389002255000378,12.393426454000291,12.393426454000291,383947,2108,30200,530,,,,,True
cdcl,benchmarks/random_sat/random_3sat_150v_639c_13.cnf,random_3sat,150,639,TIMEOUT,59.97446638600013,60.00433519400394,60.00433519400394,513967,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_13.cnf,random_3sat,150,639,SAT,4.505307129000357,4.506161042001622,4.506161042001622,98285,,,,,,4988,0,True
probsat,benchmarks/random_sat/random_3sat_150v_639c_13.cnf,random_3sat,150,639,SAT,2.215089598999839,2.2152816229936434,2.2152816229936434,98285,,,,,,1501,0,True
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_14.cnf,random_3sat,150,639,TIMEOUT,59.974880943000244,60.00217541099846,60.00217541099846,410315,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_14.cnf,random_3sat,150,639,SAT,11.433883061000415,11.437715352003579,11.437715352003579,382315,1872,26832,388,,,,,True
cdcl,benchmarks/random_sat/random_3sat_150v_639c_14.cnf,random_3sat,150,639,TIMEOUT,59.972877426000196,60.00363536400255,60.00363536400255,347743,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_14.cnf,random_3sat,150,639,UNKNOWN,9.275562132000232,9.278354197995213,9.278354197995213,99185,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_150v_639c_14.cnf,random_3sat,150,639,UNKNOWN,15.212961344999712,15.229577509999217,15.229577509999217,99185,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_15.cnf,random_3sat,150,639,TIMEOUT,59.93889235499955,60.00207301100454,60.00207301100454,408403,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_15.cnf,random_3sat,150,639,TIMEOUT,59.97102002799966,60.001999084001,60.001999084001,392499,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_150v_639c_15.cnf,random_3sat,150,639,TIMEOUT,59.97984131299927,60.00372823600628,60.00372823600628,401855,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_15.cnf,random_3sat,150,639,UNKNOWN,9.22148877699965,9.224435354000889,9.224435354000889,98509,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_150v_639c_15.cnf,random_3sat,150,639,UNKNOWN,15.336881144999097,15.342668293997122,15.342668293997122,98509,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_16.cnf,random_3sat,150,639,SAT,2.1651611750003212,2.1657153329942957,2.1657153329942957,366847,412,5774,58,,,,,True
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_16.cnf,random_3sat,150,639,SAT,24.197117255000194,24.208713715997874,24.208713715997874,415615,4200,59608,1044,,,,,True
cdcl,benchmarks/random_sat/random_3sat_150v_639c_16.cnf,random_3sat,150,639,TIMEOUT,59.97687449800014,60.00312357900111,60.00312357900111,297211,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_16.cnf,random_3sat,150,639,SAT,2.412994647999767,2.4148025620015687,2.4148025620015687,97979,,,,,,2482,0,True
probsat,benchmarks/random_sat/random_3sat_150v_639c_16.cnf,random_3sat,150,639,SAT,12.241110392999872,12.244359035998059,12.244359035998059,97979,,,,,,8045,0,True
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_17.cnf,random_3sat,150,639,TIMEOUT,59.977900597999906,60.002222501003416,60.002222501003416,420067,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_17.cnf,random_3sat,150,639,TIMEOUT,59.97528930699991,60.00206228400202,60.00206228400202,449003,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_150v_639c_17.cnf,random_3sat,150,639,TIMEOUT,59.98418406499968,60.00427907700214,60.00427907700214,393423,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_17.cnf,random_3sat,150,639,UNKNOWN,9.386041829000533,9.389695819001645,9.389695819001645,98063,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_150v_639c_17.cnf,random_3sat,150,639,UNKNOWN,14.989486739999847,14.994154359003005,14.994154359003005,98063,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_18.cnf,random_3sat,150,639,TIMEOUT,59.97269699499975,60.002091092996125,60.002091092996125,458015,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_18.cnf,random_3sat,150,639,TIMEOUT,59.97308521800005,60.00215658900561,60.00215658900561,392295,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_150v_639c_18.cnf,random_3sat,150,639,TIMEOUT,59.98370186600005,60.00343941299798,60.00343941299798,316027,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_18.cnf,random_3sat,150,639,UNKNOWN,9.479083092999645,9.48490640000091,9.48490640000091,98201,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_150v_639c_18.cnf,random_3sat,150,639,UNKNOWN,15.133413976999691,15.137426862005668,15.137426862005668,98201,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_19.cnf,random_3sat,150,639,TIMEOUT,59.97460134099947,60.00225608299661,60.00225608299661,427423,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_19.cnf,random_3sat,150,639,SAT,44.95130358700044,44.96992548099661,44.96992548099661,371135,6714,98805,1370,,,,,True
cdcl,benchmarks/random_sat/random_3sat_150v_639c_19.cnf,random_3sat,150,639,TIMEOUT,59.9777662610004,60.00617472599697,60.00617472599697,750227,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_19.cnf,random_3sat,150,639,UNKNOWN,9.185234397000386,9.189873780000198,9.189873780000198,98031,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_150v_639c_19.cnf,random_3sat,150,639,UNKNOWN,14.876158023999778,14.87992605999898,14.87992605999898,98031,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_150v_639c_20.cnf,random_3sat,150,639,TIMEOUT,59.97417608199976,60.00204726099764,60.00204726099764,420951,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_150v_639c_20.cnf,random_3sat,150,639,UNSAT,45.60147722399961,45.6210039869984,45.6210039869984,370823,7050,101274,1556,,,,,
cdcl,benchmarks/random_sat/random_3sat_150v_639c_20.cnf,random_3sat,150,639,TIMEOUT,59.97091380500024,60.003559962999134,60.003559962999134,360707,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_150v_639c_20.cnf,random_3sat,150,639,UNKNOWN,9.324861029999738,9.328203632998338,9.328203632998338,98425,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_150v_639c_20.cnf,random_3sat,150,639,UNKNOWN,15.323310866000611,15.331148452998605,15.331148452998605,98425,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_01.cnf,random_3sat,200,852,TIMEOUT,59.971572550999554,60.00264985099784,60.00264985099784,603395,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_01.cnf,random_3sat,200,852,TIMEOUT,59.97124421699937,60.00243686000613,60.00243686000613,551227,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_01.cnf,random_3sat,200,852,TIMEOUT,59.9757698100002,60.004298173997086,60.004298173997086,502195,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_01.cnf,random_3sat,200,852,UNKNOWN,12.19742022399987,12.202623156998015,12.202623156998015,128235,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_200v_852c_01.cnf,random_3sat,200,852,UNKNOWN,20.05964884199966,20.066876140001114,20.066876140001114,128235,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_02.cnf,random_3sat,200,852,TIMEOUT,59.96722567699999,60.00290003199916,60.00290003199916,689055,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_02.cnf,random_3sat,200,852,TIMEOUT,59.969246177999594,60.002802893999615,60.002802893999615,601711,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_02.cnf,random_3sat,200,852,TIMEOUT,59.97582372299985,60.00537523299863,60.00537523299863,702207,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_02.cnf,random_3sat,200,852,UNKNOWN,12.082930401999874,12.08923577999667,12.08923577999667,126023,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_200v_852c_02.cnf,random_3sat,200,852,UNKNOWN,19.630930893999903,19.636224476998905,19.636224476998905,126023,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_03.cnf,random_3sat,200,852,TIMEOUT,59.972118992000105,60.00273740600096,60.00273740600096,606887,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_03.cnf,random_3sat,200,852,TIMEOUT,59.970946612999796,60.00304318199778,60.00304318199778,597679,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_03.cnf,random_3sat,200,852,TIMEOUT,59.97311493699999,60.0039357880014,60.0039357880014,459471,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_03.cnf,random_3sat,200,852,UNKNOWN,12.223160426000504,12.22917727699678,12.22917727699678,127311,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_200v_852c_03.cnf,random_3sat,200,852,UNKNOWN,20.078605421999782,20.091067426998052,20.091067426998052,127311,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_04.cnf,random_3sat,200,852,TIMEOUT,59.98130013300033,60.00294432699593,60.00294432699593,651975,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_04.cnf,random_3sat,200,852,TIMEOUT,59.973180003999914,60.00298461299826,60.00298461299826,636615,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_04.cnf,random_3sat,200,852,TIMEOUT,59.96607810000023,60.00717686799908,60.00717686799908,880335,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_04.cnf,random_3sat,200,852,SAT,4.704778829999668,4.705998170000385,4.705998170000385,127479,,,,,,3892,0,True
probsat,benchmarks/random_sat/random_3sat_200v_852c_04.cnf,random_3sat,200,852,SAT,7.7911345849997815,7.798755268995592,7.798755268995592,127479,,,,,,3839,0,True
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_05.cnf,random_3sat,200,852,TIMEOUT,59.97316149800008,60.00303842499852,60.00303842499852,634919,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_05.cnf,random_3sat,200,852,TIMEOUT,59.96394411500023,60.00289582899859,60.00289582899859,603663,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_05.cnf,random_3sat,200,852,TIMEOUT,59.97915027899944,60.00641858400195,60.00641858400195,697343,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_05.cnf,random_3sat,200,852,SAT,4.376133691999712,4.377187010999478,4.377187010999478,129047,,,,,,3543,0,True
probsat,benchmarks/random_sat/random_3sat_200v_852c_05.cnf,random_3sat,200,852,UNKNOWN,20.031779312000253,20.03959799400036,20.03959799400036,129047,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_06.cnf,random_3sat,200,852,TIMEOUT,59.97813319600027,60.00294497499999,60.00294497499999,671987,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_06.cnf,random_3sat,200,852,TIMEOUT,59.95133360199998,60.00274849599373,60.00274849599373,566771,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_06.cnf,random_3sat,200,852,TIMEOUT,59.979355972999656,60.00430018000043,60.00430018000043,463019,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_06.cnf,random_3sat,200,852,UNKNOWN,12.141398400999606,12.15121408700361,12.15121408700361,127395,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_200v_852c_06.cnf,random_3sat,200,852,UNKNOWN,19.944313351000346,19.954720141999132,19.954720141999132,127395,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_07.cnf,random_3sat,200,852,TIMEOUT,59.96749507699951,60.00346987200464,60.00346987200464,645123,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_07.cnf,random_3sat,200,852,TIMEOUT,59.964468883000336,60.00295547200221,60.00295547200221,559027,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_07.cnf,random_3sat,200,852,TIMEOUT,59.9618962200002,60.005202371998166,60.005202371998166,559211,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_07.cnf,random_3sat,200,852,UNKNOWN,12.358166013999835,12.362344277993543,12.362344277993543,127899,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_200v_852c_07.cnf,random_3sat,200,852,UNKNOWN,19.91876962799961,19.923484612998436,19.923484612998436,127899,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_08.cnf,random_3sat,200,852,TIMEOUT,59.97514440199939,60.00290099200356,60.00290099200356,591955,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_08.cnf,random_3sat,200,852,TIMEOUT,59.951708859000064,60.00293970700295,60.00293970700295,530507,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_08.cnf,random_3sat,200,852,TIMEOUT,59.97356828299962,60.004687896005635,60.004687896005635,495979,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_08.cnf,random_3sat,200,852,UNKNOWN,12.327665397000601,12.33187072200235,12.33187072200235,128235,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_200v_852c_08.cnf,random_3sat,200,852,UNKNOWN,20.365856323000116,20.373150022998743,20.373150022998743,128235,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_09.cnf,random_3sat,200,852,TIMEOUT,59.97273607100033,60.00319013099943,60.00319013099943,649255,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_09.cnf,random_3sat,200,852,TIMEOUT,59.96915201799948,60.002983117999975,60.002983117999975,575767,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_09.cnf,random_3sat,200,852,TIMEOUT,59.981044232000386,60.00534039000195,60.00534039000195,544423,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_09.cnf,random_3sat,200,852,UNKNOWN,12.195130376000634,12.201098842997453,12.201098842997453,127031,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_200v_852c_09.cnf,random_3sat,200,852,UNKNOWN,20.039514712999335,20.05054503300198,20.05054503300198,127031,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_10.cnf,random_3sat,200,852,TIMEOUT,59.96219988699977,60.00330797199422,60.00330797199422,628183,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_10.cnf,random_3sat,200,852,TIMEOUT,59.95386964699992,60.00306198200269,60.00306198200269,579551,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_10.cnf,random_3sat,200,852,TIMEOUT,59.9724893599996,60.006457183997554,60.006457183997554,758335,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_10.cnf,random_3sat,200,852,UNKNOWN,12.687921222000114,12.698188766997191,12.698188766997191,128879,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_200v_852c_10.cnf,random_3sat,200,852,UNKNOWN,20.06242140700033,20.069469567999477,20.069469567999477,128879,,,,,,10000,1,
dpll_baseline,benchmarks/random_sat/random_3sat_200v_852c_11.cnf,random_3sat,200,852,TIMEOUT,59.983235671999864,60.00313013399864,60.00313013399864,660263,,,,,,,,
dpll_jw,benchmarks/random_sat/random_3sat_200v_852c_11.cnf,random_3sat,200,852,TIMEOUT,59.97795119999955,60.0032063969993,60.0032063969993,584767,,,,,,,,
cdcl,benchmarks/random_sat/random_3sat_200v_852c_11.cnf,random_3sat,200,852,TIMEOUT,59.97282574400015,60.004754076006066,60.004754076006066,613839,,,,,,,,
walksat,benchmarks/random_sat/random_3sat_200v_852c_11.cnf,random_3sat,200,852,UNKNOWN,12.102193960000477,12.1040702639948,12.1040702639948,127759,,,,,,10000,1,
probsat,benchmarks/random_sat/random_3sat_200v_852c_11.cnf,random_3sat,200,852,SAT,0.9330981619996237,0.9336512129957555,0.9336512129957555,127759,,,,,,460,0,True
